Question ID,Topic Tagged text
1894,String
1895,Array
1895,String
1896,Array
1896,Dynamic Programming
1897,String
1897,Dynamic Programming
1898,Database
1899,Array
1899,String
1900,Array
1900,Dynamic Programming
1900,Backtracking
1901,Array
1901,Hash Table
1901,Greedy
1901,Counting
1903,Array
1903,Hash Table
1903,Stack
1903,Design
1903,Binary Indexed Tree
1903,Ordered Set
1904,Hash Table
1904,String
1905,Hash Table
1905,Design
1906,Array
1906,Math
1906,Dynamic Programming
1906,Backtracking
1906,Bit Manipulation
1906,Number Theory
1906,Bitmask
1909,Array
1909,Stack
1909,Monotonic Stack
1910,String
1911,Array
1911,Greedy
1913,Array
1913,Dynamic Programming
1913,Bit Manipulation
1914,Database
1915,Hash Table
1915,String
1915,Counting
1916,Graph
1920,Math
1920,String
1925,Array
1925,Hash Table
1925,Math
1925,Counting
1926,Database
1927,Array
1928,Array
1928,Heap (Priority Queue)
1928,Simulation
1929,Binary Search
1929,Greedy
1930,Array
1930,Greedy
1931,Depth-First Search
1931,Breadth-First Search
1931,Graph
1931,Interactive
1932,Database
1935,Array
1935,Math
1935,Simulation
1936,Math
1936,Recursion
1937,Array
1937,Greedy
1937,Prefix Sum
1941,Math
1941,String
1941,Combinatorics
1942,Database
1943,Hash Table
1943,String
1943,Greedy
1944,Array
1944,String
1945,Array
1945,Hash Table
1946,Array
1946,Binary Search
1946,Sorting
1946,Ordered Set
1947,Array
1947,Math
1947,Counting
1947,Number Theory
1948,Database
1952,Array
1952,Dynamic Programming
1952,Greedy
1953,Design
1953,Queue
1953,Heap (Priority Queue)
1953,Ordered Set
1954,String
1955,Design
1955,Heap (Priority Queue)
1957,Array
1957,Binary Search
1957,Sorting
1958,Database
1959,Depth-First Search
1959,Breadth-First Search
1959,Graph
1959,Heap (Priority Queue)
1959,Interactive
1960,Hash Table
1960,String
1961,Array
1961,Greedy
1961,Sorting
1962,Array
1962,Sorting
1962,Heap (Priority Queue)
1963,Array
1963,Math
1963,Bit Manipulation
1964,Database
1967,String
1967,Sliding Window
1968,Array
1968,Math
1969,Array
1969,Backtracking
1969,Matrix
1970,String
1970,Sorting
1971,Simulation
1974,Database
1975,Array
1976,String
1976,Backtracking
1977,Array
1977,Binary Search
1977,Line Sweep
1977,Sorting
1977,Heap (Priority Queue)
1979,Array
1979,Greedy
1980,Array
1980,Two Pointers
1981,Database
1982,Hash Table
1982,Linked List
1984,Array
1984,Two Pointers
1984,Binary Search
1984,Greedy
1985,Array
1985,Stack
1985,Monotonic Stack
1985,Prefix Sum
1986,Hash Table
1986,Dynamic Programming
1986,Graph
1986,Topological Sort
1986,Memoization
1986,Counting
1987,Hash Table
1987,String
1987,Sliding Window
1987,Counting
1991,Database
1992,Linked List
1992,Two Pointers
1992,Sorting
1994,String
1994,Greedy
1995,Array
1995,Hash Table
1995,Design
1996,Math
1996,Dynamic Programming
1996,Combinatorics
1997,Two Pointers
1997,String
2000,Array
2000,Binary Search
2001,Two Pointers
2001,String
2001,Prefix Sum
2002,Array
2002,Math
2002,Dynamic Programming
2002,Prefix Sum
2002,Game Theory
2003,Array
2003,Hash Table
2003,Sliding Window
2006,Array
2006,Binary Search
2006,Simulation
2006,Prefix Sum
2008,Math
2008,String
2008,Dynamic Programming
2008,Stack
2009,Depth-First Search
2009,Trie
2011,String
2011,Greedy
2012,Array
2012,Heap (Priority Queue)
2014,Database
2016,Array
2016,Sorting
2017,String
2017,Greedy
2018,Array
2018,Binary Search
2018,Sorting
2018,Prefix Sum
2019,Array
2019,Two Pointers
2022,Array
2022,Dynamic Programming
2023,Array
2023,Hash Table
2023,Design
2023,Heap (Priority Queue)
2023,Ordered Set
2024,Database
2025,Hash Table
2025,String
2025,Counting
2027,Array
2027,String
2027,Binary Search
2028,Dynamic Programming
2028,Memoization
2029,Array
2029,Greedy
2029,Sorting
2030,Database
2032,Math
2032,String
2032,Greedy
2033,Math
2033,String
2035,Array
2035,Depth-First Search
2035,Breadth-First Search
2035,Union Find
2035,Matrix
2037,Math
2037,Enumeration
2038,Array
2038,Breadth-First Search
2038,Matrix
2039,Math
2039,Greedy
2039,Game Theory
2040,Dynamic Programming
2040,Graph
2042,Array
2042,Sorting
2044,Hash Table
2044,String
2044,Bit Manipulation
2044,Prefix Sum
2045,Array
2045,Binary Search
2047,Array
2047,Binary Search
2047,Divide and Conquer
2047,Matrix
2048,Array
2048,Simulation
2049,Array
2049,Greedy
2049,Sorting
2050,Math
2050,Recursion
2053,Hash Table
2053,String
2053,Counting
2054,Array
2054,Heap (Priority Queue)
2054,Ordered Set
2055,Array
2055,Prefix Sum
2057,Database
2058,Array
2059,Hash Table
2059,String
2059,Prefix Sum
2060,Hash Table
2060,Binary Search
2060,Tree
2060,Depth-First Search
2060,Binary Tree
2062,Array
2062,Math
2062,Dynamic Programming
2062,Bit Manipulation
2062,Brainteaser
2062,Game Theory
2063,Database
2064,Database
2068,Array
2068,Bit Manipulation
2068,Trie
2070,String
2071,Array
2071,Hash Table
2071,Counting
2073,Array
2073,Math
2073,Binary Search
2073,Geometry
2073,Enumeration
2074,Array
2074,Math
2074,Geometry
2075,Array
2075,Prefix Sum
2075,Ordered Set
2076,String
2076,Simulation
2078,Array
2078,Dynamic Programming
2078,Backtracking
2078,Bit Manipulation
2078,Bitmask
2079,Array
2079,Hash Table
2079,String
2079,Trie
2079,Hash Function
2081,Array
2081,Dynamic Programming
2085,Array
2085,Greedy
2085,Sorting
2086,Array
2086,Dynamic Programming
2087,Database
2088,String
2088,Greedy
2089,Array
2089,Greedy
2089,Matrix
2090,Dynamic Programming
2090,Graph
2090,Topological Sort
2090,Shortest Path
2091,String
2091,Dynamic Programming
2091,Suffix Array
2092,Database
2094,Array
2094,Heap (Priority Queue)
2095,Two Pointers
2095,String
2095,Stack
2095,Greedy
2096,Array
2096,Binary Search
2096,Binary Indexed Tree
2097,Database
2099,String
2100,Math
2100,Greedy
2100,Recursion
2101,Array
2101,Binary Search
2101,Depth-First Search
2101,Breadth-First Search
2101,Union Find
2101,Matrix
2103,Array
2103,Depth-First Search
2103,Breadth-First Search
2103,Matrix
2104,Hash Table
2104,Tree
2104,Breadth-First Search
2104,Design
2105,Array
2105,Math
2105,Dynamic Programming
2105,Bit Manipulation
2105,Bitmask
2106,Array
2106,Math
2106,Number Theory
2108,Array
2108,Dynamic Programming
2108,Matrix
2109,Array
2109,Divide and Conquer
2110,Database
2111,Array
2111,Binary Search
2114,Array
2114,Dynamic Programming
2114,Backtracking
2114,Bit Manipulation
2114,Bitmask
2115,String
2115,Dynamic Programming
2116,Array
2116,Hash Table
2116,Counting
2117,Array
2117,Hash Table
2117,Greedy
2117,Sorting
2119,Array
2119,Binary Search
2120,Database
2121,Depth-First Search
2121,Breadth-First Search
2121,Graph
2122,Array
2122,Enumeration
2124,Array
2124,Dynamic Programming
2125,Array
2125,Math
2125,Union Find
2125,Sorting
2126,Tree
2126,Depth-First Search
2126,Binary Search Tree
2126,Binary Tree
2127,Database
2129,Array
2129,Hash Table
2129,Math
2129,Counting
2129,Number Theory
2130,String
2130,Dynamic Programming
2130,Backtracking
2130,Bit Manipulation
2130,Bitmask
2131,Dynamic Programming
2131,Tree
2131,Depth-First Search
2131,Union Find
2132,Array
2132,Matrix
2132,Simulation
2133,Array
2133,String
2134,String
2134,Binary Search
2134,Sliding Window
2134,Prefix Sum
2135,Array
2135,Hash Table
2135,Counting
2135,Enumeration
2135,Prefix Sum
2136,Database
2138,Array
2139,Array
2139,Hash Table
2139,Design
2139,Counting
2140,String
2140,Backtracking
2140,Greedy
2140,Counting
2140,Enumeration
2141,Math
2141,Enumeration
2144,Array
2145,Array
2145,Matrix
2145,Prefix Sum
2146,Array
2146,Matrix
2146,Enumeration
2147,Array
2147,Math
2147,String
2147,Dynamic Programming
2147,Stack
2147,Memoization
2148,Array
2148,Sorting
2149,Math
2149,String
2149,Greedy
2149,Game Theory
2150,Array
2150,Binary Search
2151,Array
2151,Breadth-First Search
2151,Graph
2154,String
2154,Greedy
2155,Array
2155,Math
2155,Simulation
2156,Array
2156,Math
2156,Greedy
2156,Counting
2156,Game Theory
2160,Array
2160,Math
2160,Sorting
2160,Matrix
2161,Hash Table
2161,Design
2161,Heap (Priority Queue)
2161,Data Stream
2161,Ordered Set
2162,Array
2162,Two Pointers
2162,Binary Search
2162,Dynamic Programming
2162,Bit Manipulation
2162,Ordered Set
2162,Bitmask
2163,Array
2163,Hash Table
2163,String
2163,Counting
2164,Array
2164,Binary Search
2164,Dynamic Programming
2164,Sorting
2164,Heap (Priority Queue)
2165,Array
2165,String
2165,Binary Search
2165,Prefix Sum
2167,Database
2169,Array
2169,Hash Table
2169,Design
2169,Simulation
2170,Array
2170,Backtracking
2170,Bit Manipulation
2171,Breadth-First Search
2171,Graph
2171,Shortest Path
2172,Database
2176,Dynamic Programming
2176,Graph
2176,Topological Sort
2177,Hash Table
2177,String
2177,Counting
2178,Design
2178,Simulation
2179,Array
2179,Binary Search
2179,Sorting
2180,Array
2180,Binary Search
2180,Greedy
2180,Queue
2180,Sorting
2180,Monotonic Queue
2181,Array
2182,Linked List
2183,Array
2183,Breadth-First Search
2185,Database
2186,Hash Table
2186,String
2187,Math
2187,String
2187,Dynamic Programming
2187,Combinatorics
2188,Array
2188,Binary Search
2190,Array
2190,Hash Table
2190,String
2190,Counting
2191,String
2191,Dynamic Programming
2191,Greedy
2192,Array
2192,Greedy
2192,Matrix
2193,Array
2193,Dynamic Programming
2193,Matrix
2194,Database
2195,Array
2195,Queue
2195,Simulation
2196,Linked List
2197,String
2197,Simulation
2200,Array
2200,Greedy
2200,Matrix
2200,Prefix Sum
2201,Depth-First Search
2201,Graph
2201,Eulerian Circuit
2202,Math
2202,Enumeration
2203,Array
2203,Matrix
2203,Simulation
2206,Array
2206,Math
2206,Depth-First Search
2206,Breadth-First Search
2206,Graph
2206,Geometry
2207,Design
2207,Heap (Priority Queue)
2207,Data Stream
2207,Ordered Set
2208,Database
2209,String
2209,Counting
2209,Prefix Sum
2210,Array
2210,Binary Search
2210,Sorting
2211,Array
2211,Sliding Window
2212,Array
2212,Greedy
2215,Array
2215,Hash Table
2215,Sorting
2215,Enumeration
2216,Linked List
2216,Two Pointers
2217,String
2217,Tree
2217,Depth-First Search
2217,Binary Tree
2218,Graph
2220,Array
2220,Hash Table
2220,String
2220,Graph
2220,Topological Sort
2221,String
2221,Stack
2221,Greedy
2222,Math
2223,Database
2224,Database
2225,Hash Table
2225,Math
2225,String
2225,Counting
2225,Prefix Sum
2226,Hash Table
2226,String
2231,Array
2231,Two Pointers
2231,String
2232,Array
2232,String
2232,Simulation
2233,Array
2233,Math
2233,Dynamic Programming
2234,Array
2234,Binary Search
2235,String
2236,Linked List
2236,Two Pointers
2236,Stack
2239,String
2239,Simulation
2240,Array
2240,Hash Table
2240,Prefix Sum
2242,Array
2242,Greedy
2242,Sorting
2243,String
2244,Array
2244,Math
2244,String
2244,Matrix
2245,Array
2245,Greedy
2245,Sorting
2246,Depth-First Search
2246,Graph
2246,Topological Sort
2248,Array
2248,Greedy
2248,Sorting
2249,Array
2249,Prefix Sum
2250,Array
2250,Breadth-First Search
2250,Sorting
2250,Heap (Priority Queue)
2250,Matrix
2251,Math
2251,String
2251,Dynamic Programming
2255,Array
2255,Sliding Window
2256,Array
2256,Hash Table
2256,String
2256,Bit Manipulation
2256,Sorting
2257,Array
2257,Greedy
2257,Sorting
2258,Array
2259,Array
2259,Graph
2259,Matrix
2260,String
2260,Simulation
2261,Array
2262,Array
2262,Dynamic Programming
2264,Math
2264,Greedy
2264,Sorting
2265,Array
2265,Two Pointers
2265,Simulation
2266,Math
2266,Enumeration
2267,Array
2267,Dynamic Programming
2267,Heap (Priority Queue)
2269,Array
2269,Sorting
2270,Array
2270,Hash Table
2270,Counting
2271,Array
2271,Two Pointers
2271,Simulation
2272,Array
2272,Backtracking
2272,Bit Manipulation
2272,Enumeration
2273,Array
2273,Binary Search
2274,Array
2274,Hash Table
2274,Sorting
2274,Simulation
2275,String
2275,Sliding Window
2275,Rolling Hash
2275,Hash Function
2278,Math
2278,Simulation
2279,Math
2279,Greedy
2280,Array
2280,Binary Search
2280,Divide and Conquer
2280,Binary Indexed Tree
2280,Segment Tree
2280,Merge Sort
2280,Ordered Set
2281,Database
2283,Array
2283,Sorting
2284,Math
2284,Sorting
2285,Array
2285,Hash Table
2285,Design
2287,Array
2287,Hash Table
2287,Math
2287,Dynamic Programming
2287,Backtracking
2287,Bit Manipulation
2287,Geometry
2287,Bitmask
2288,Math
2288,Simulation
2289,Array
2289,Hash Table
2289,Greedy
2289,Counting
2290,Array
2290,Sorting
2290,Prefix Sum
2293,Hash Table
2293,String
2293,Counting
2294,Array
2294,Binary Search
2295,Array
2295,Dynamic Programming
2299,Linked List
2299,Simulation
2300,String
2300,Greedy
2300,Heap (Priority Queue)
2300,Counting
2301,Array
2301,Math
2301,Number Theory
2302,Database
2303,Hash Table
2303,String
2303,Rolling Hash
2303,Counting
2303,Hash Function
2304,String
2305,Array
2305,Math
2305,Greedy
2305,Sorting
2306,Array
2306,Hash Table
2306,Tree
2306,Depth-First Search
2306,Breadth-First Search
2306,Binary Tree
2309,String
2309,Greedy
2309,Prefix Sum
2310,Array
2310,Greedy
2310,Heap (Priority Queue)
2311,String
2311,Dynamic Programming
2311,Prefix Sum
2312,Array
2312,Hash Table
2312,Counting
2315,Database
2316,Array
2317,String
2317,Stack
2318,Array
2318,Bit Manipulation
2318,Recursion
2318,Enumeration
2319,Array
2319,String
2319,Segment Tree
2319,Ordered Set
2320,Array
2321,Graph
2321,Shortest Path
2322,Array
2322,Dynamic Programming
2322,Bit Manipulation
2322,Bitmask
2325,String
2325,Dynamic Programming
2325,Prefix Sum
2326,String
2326,Binary Search
2326,Rolling Hash
2326,Suffix Array
2326,String Matching
2326,Hash Function
2327,Sorting
2327,Heap (Priority Queue)
2328,String
2328,Enumeration
2335,Database
2354,Array
2354,Greedy
2354,Prefix Sum
2369,Array
2369,Prefix Sum
2370,Database
2383,Math
2384,Tree
2384,Binary Tree
